Point,Comment,Inspected,Inspection comment,SiO2(Mass%),TiO2(Mass%),Al2O3(Mass%),Cr2O3(Mass%),FeO(Mass%),MnO(Mass%),NiO(Mass%),MgO(Mass%),CaO(Mass%),Na2O(Mass%),K2O(Mass%),P2O5(Mass%),Total(Mass%),SiO2(Norm%),TiO2(Norm%),Al2O3(Norm%),Cr2O3(Norm%),FeO(Norm%),MnO(Norm%),NiO(Norm%),MgO(Norm%),CaO(Norm%),Na2O(Norm%),K2O(Norm%),P2O5(Norm%),Total(Norm%),SiO2(Cation),TiO2(Cation),Al2O3(Cation),Cr2O3(Cation),FeO(Cation),MnO(Cation),NiO(Cation),MgO(Cation),CaO(Cation),Na2O(Cation),K2O(Cation),P2O5(Cation),Total(Cation),SiO2(mole%),TiO2(mole%),Al2O3(mole%),Cr2O3(mole%),FeO(mole%),MnO(mole%),NiO(mole%),MgO(mole%),CaO(mole%),Na2O(mole%),K2O(mole%),P2O5(mole%),Total(mole%),X,Y,Z,SiO2(K-ratio),TiO2(K-ratio),Al2O3(K-ratio),Cr2O3(K-ratio),FeO(K-ratio),MnO(K-ratio),NiO(K-ratio),MgO(K-ratio),CaO(K-ratio),Na2O(K-ratio),K2O(K-ratio),P2O5(K-ratio),Total(K-ratio),SiO2(K-raw),TiO2(K-raw),Al2O3(K-raw),Cr2O3(K-raw),FeO(K-raw),MnO(K-raw),NiO(K-raw),MgO(K-raw),CaO(K-raw),Na2O(K-raw),K2O(K-raw),P2O5(K-raw),Total(K-raw),Na(Net),Mg(Net),Al(Net),Si(Net),Cr(Net),Ti(Net),Ca(Net),K(Net),P(Net),Ni(Net),Fe(Net),Mn(Net),Na(BG-),Mg(BG-),Al(BG-),Si(BG-),Cr(BG-),Ti(BG-),Ca(BG-),K(BG-),P(BG-),Ni(BG-),Fe(BG-),Mn(BG-),Na(BG+),Mg(BG+),Al(BG+),Si(BG+),Cr(BG+),Ti(BG+),Ca(BG+),K(BG+),P(BG+),Ni(BG+),Fe(BG+),Mn(BG+),Na(L-value),Mg(L-value),Al(L-value),Si(L-value),Cr(L-value),Ti(L-value),Ca(L-value),K(L-value),P(L-value),Ni(L-value),Fe(L-value),Mn(L-value),Current,Na(Error%),Mg(Error%),Al(Error%),Si(Error%),Cr(Error%),Ti(Error%),Ca(Error%),K(Error%),P(Error%),Ni(Error%),Fe(Error%),Mn(Error%),Total(Error%),Na(D.L.),Mg(D.L.),Al(D.L.),Si(D.L.),Cr(D.L.),Ti(D.L.),Ca(D.L.),K(D.L.),P(D.L.),Ni(D.L.),Fe(D.L.),Mn(D.L.), ,,Bi(Net),Ar(Net),Br(Net),As(Net)
265,KPulsF_H8_4_line1 Line 023,KPulsF_ABW_H8_4_line1,,54.9,0.263,1.1571,0.7698,3.21,0.0831,0.026,16.48,21.42,1.46,0.0084,0.0054,99.7828,55.0195,0.2636,1.1596,0.7715,3.217,0.0833,0.0261,16.5159,21.4666,1.4632,0.0084,0.0054,100,7.991,0.0288,0.1985,0.0886,0.391,0.0103,0.003,3.575,3.342,0.412,0.0016,0.0007,16.0425,50.927,0.1835,0.6326,0.2823,2.4903,0.0653,0.0194,22.7888,21.2907,1.313,0.005,0.0021,100,-22.9859,28.5169,10.818,51.7806,0.2528,0.9823,0.7016,3.1781,0.0756,0.023,16.8011,21.1917,1.299,0.008,0.0043,96.2982,99.674,0.6268,0.9824,1.5447,20.881,0.1607,0.023,62.714,44.427,8.795,0.0338,0.0121,239.8745,6963.9,131351.8,10624.7,521793.5,15827,4223.3,442927,179.7,13.4,149.4,18345.9,440,329.1,616.3,1264.5,0,5613.8,3076.4,2050.4,1309.8,127.6,1974.8,1405.5,999.2,245.2,589.4,735.5,1284.6,4832.9,2700.3,1842.2,1200.7,85.6,1801.8,1219.1,888.3,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.55,3.42,0.54,1.67,0.27,2.3,5.31,0.34,64.79,244.02,81.7,0.97,21.29,426.62,122,86,64,69,102,102,67,50,103,184,109,145,1203, ,340.9,597.8,404.7,715.4
266,KPulsF_H8_4_line1 Line 024,KPulsF_ABW_H8_4_line1,,54.93,0.2665,1.152,0.7567,3.23,0.08,0.0174,16.49,21.36,1.45,0.0053,0.0066,99.7445,55.0707,0.2672,1.155,0.7586,3.2383,0.0802,0.0174,16.5322,21.4147,1.4537,0.0053,0.0066,100,7.996,0.0292,0.1977,0.0871,0.393,0.0099,0.002,3.578,3.331,0.41,0.001,0.0008,16.0357,50.9685,0.186,0.63,0.2776,2.5065,0.0629,0.013,22.8088,21.2367,1.3044,0.0031,0.0026,100,-22.9859,28.5366,10.818,51.8129,0.2562,0.978,0.6897,3.1927,0.0727,0.0154,16.8164,21.1235,1.2928,0.005,0.0053,96.2605,99.736,0.6352,0.9781,1.5184,20.977,0.1546,0.0154,62.771,44.284,8.753,0.0212,0.0148,239.8587,6929.9,131472,10578,522115.6,15557,4280,441500.6,112.6,16.8,100.8,18428.8,423.5,368,643.6,1346,0,5746.9,2913.8,2080.3,1362.8,109.2,1991.3,1374.6,973,216.8,630.2,727.6,1305.7,4938.7,2739,1878.7,1181.3,85.7,1774.5,1213.2,909.1,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.51,3.43,0.54,1.68,0.27,2.34,5.23,0.34,102.76,194.4,120.88,0.97,22.03,454.87,122,89,65,70,103,101,68,51,99,184,108,145,1205, ,349.5,594.9,399.9,709.1
267,KPulsF_H8_4_line1 Line 025,KPulsF_ABW_H8_4_line1,,54.85,0.2614,1.1463,0.7651,3.24,0.0845,0.0094,16.49,21.43,1.44,0.0111,0.0042,99.732,54.9974,0.2621,1.1494,0.7672,3.2487,0.0847,0.0094,16.5343,21.4876,1.4439,0.0111,0.0042,100,7.989,0.0286,0.1968,0.0881,0.395,0.0104,0.0011,3.581,3.344,0.407,0.0021,0.0005,16.0436,50.899,0.1824,0.6269,0.2807,2.5145,0.0664,0.007,22.8109,21.3083,1.2955,0.0066,0.0016,100,-22.9859,28.5564,10.818,51.7323,0.2512,0.973,0.6974,3.2072,0.0769,0.0083,16.8196,21.1955,1.2798,0.0106,0.0033,96.2551,99.581,0.6229,0.9731,1.5354,21.072,0.1634,0.0083,62.783,44.435,8.665,0.0446,0.0093,239.893,6860.6,131498.2,10524.6,521304.8,15730.6,4197.1,442999.8,237.1,10.1,53.8,18513.5,447.3,329.6,625.5,1293.1,0,5663.4,3033.5,1989.2,1293.1,112.7,2054.8,1367.1,1020.7,274.1,554.9,739.9,1340.2,4916.8,2767.8,1888.3,1163.6,102.6,1846.3,1207.3,864.3,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.47,3.46,0.54,1.68,0.27,2.32,5.35,0.34,49.17,320.41,225.52,0.96,20.98,631,125,85,64,71,102,102,67,50,105,187,108,145,1211, ,343,608.7,400.2,721.4
268,dr10 Line 001,dr10 Line 001,,38.96,0.0724,21.9,0.0385,27.61,2.09,0.0157,9.06,1.59,0.0084,0,0.0447,101.3897,38.426,0.0714,21.5998,0.038,27.2316,2.0614,0.0155,8.9358,1.5682,0.0083,0,0.0441,100,5.957,0.0083,3.947,0.0047,3.529,0.271,0.0019,2.065,0.261,0.0025,0,0.0058,16.0532,42.3263,0.0592,14.0219,0.0165,25.0861,1.9233,0.0137,14.6727,1.8509,0.0088,0,0.0206,100,-15.4635,-16.7035,11.594,33.5987,0.0747,18.2162,0.0388,28.275,1.9696,0.0142,8.4142,1.617,0.0064,0,0.0355,92.2602,64.675,0.1853,18.218,0.0855,185.775,4.187,0.0142,31.408,3.39,0.0433,0,0.0989,308.0802,33.6,65784.4,197025.5,338572.4,876.7,1247.9,33800.8,-20.1,112.5,92.4,163216.3,11476.3,317.4,624.8,1234.5,0,6612.4,3466.6,2037.3,1452.8,129.3,2272.4,1629.2,1197.5,248.6,535.8,844.8,1184.1,5564.3,3159.2,1741.7,1305,120.9,2040.6,1504.9,1048,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.54,194.84,0.76,0.36,0.33,29.27,15.95,1.29,300,38.22,140.28,0.31,1.98,723.59,121,84,66,66,110,109,66,53,113,197,119,158,1262, ,2695.7,2109.5,3051.7,2729.3
269,dr10 Line 002,dr10 Line 002,,38.9,0.0751,21.87,0.0396,27.54,2.08,0.0176,9.1,1.59,0.0041,0,0.0443,101.2607,38.4157,0.0742,21.5977,0.0391,27.1971,2.0541,0.0174,8.9867,1.5702,0.004,0,0.0437,100,5.954,0.0086,3.946,0.0048,3.525,0.269,0.0022,2.076,0.261,0.0012,0,0.0057,16.0535,42.3004,0.0614,14.0157,0.017,25.0457,1.9159,0.0154,14.7511,1.8526,0.0043,0,0.0204,100,-15.4622,-16.7035,11.594,33.5384,0.0775,18.1872,0.04,28.2027,1.9578,0.0159,8.4522,1.6151,0.0031,0,0.0352,92.1251,64.559,0.1921,18.189,0.088,185.3,4.162,0.0159,31.55,3.386,0.0211,0,0.0982,307.5613,16.8,66081.3,196713.2,337965.1,900.7,1293.9,33759,-31.9,110.9,104.2,162799.5,11408.2,304.1,598.2,1251.9,0,6491.4,3488.5,1996.3,1419.9,102.5,2238.3,1616.5,1151.1,247,559.6,825.1,1241.8,5684.8,3144,1793,1349.3,122.7,2075.3,1515.7,999.8,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.51,390.46,0.76,0.36,0.34,28.48,15.44,1.29,300,37.2,125.01,0.31,1.98,901.63,120,84,65,68,110,109,66,53,107,197,119,155,1253, ,2678.5,2120.6,3056.6,2715.5
270,dr10 Line 003,dr10 Line 003,,38.92,0.0755,21.89,0.0431,27.56,2.07,0.0268,9.11,1.59,0.0135,0.0024,0.035,101.3363,38.4068,0.0745,21.6013,0.0425,27.1966,2.0427,0.0264,8.9899,1.569,0.0133,0.0024,0.0345,100,5.953,0.0087,3.947,0.0052,3.525,0.268,0.0033,2.078,0.261,0.004,0.0005,0.0045,16.0582,42.2896,0.0617,14.0178,0.0185,25.0447,1.9052,0.0234,14.756,1.8512,0.0142,0.0017,0.0161,100,-15.4609,-16.7035,11.594,33.5514,0.0779,18.2032,0.0434,28.225,1.9503,0.0242,8.4648,1.6161,0.0103,0.0022,0.0278,92.1967,64.584,0.1932,18.205,0.0956,185.447,4.146,0.0242,31.597,3.388,0.0698,0.0094,0.0774,307.8366,55.4,66179.7,196885,338094,979,1301.4,33780,50.4,87.3,157.9,162928.6,11363.6,312.3,597.8,1244.3,0,6393,3440.8,2067.2,1432.4,136,2248.5,1642.3,1141.9,208.2,540.7,876.6,1252.7,5523.1,3110,1768.3,1288,119.2,2057.1,1558.3,980.7,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.55,117.52,0.76,0.36,0.33,26.01,15.28,1.29,237.15,47.31,82.68,0.31,1.99,530.99,115,83,66,68,109,109,67,52,113,196,120,154,1252, ,2680.1,2100.8,3047.9,2703.6
271,Gold1_A6_line1 Line 001,Gold1_McC_ABW_A6_line1,,49.11,1.4726,5.45,0.0083,6.73,0.1118,0.0052,13.26,22.99,0.6372,0.0055,0.0029,99.7835,49.2166,1.4758,5.4618,0.0083,6.7446,0.112,0.0052,13.2888,23.0399,0.6386,0.0055,0.0029,100,7.328,0.1653,0.958,0.001,0.84,0.0141,0.0006,2.951,3.676,0.1844,0.001,0.0004,16.1198,47.1382,1.063,3.083,0.0031,5.4025,0.0909,0.004,18.973,23.6448,0.593,0.0034,0.0012,100,-2.4412,26.2231,10.8035,45.8033,1.4238,4.6545,0.0076,6.6947,0.1021,0.0046,13.2932,22.9299,0.5462,0.0053,0.0024,95.4675,88.168,3.5303,4.655,0.0168,43.986,0.2171,0.0046,49.62,48.071,3.6978,0.0222,0.0066,241.9954,2928.6,103928.2,50342.2,461559.9,171.1,23787.3,479251.9,117.4,6.7,30.2,38644.8,595.4,332.1,595.4,1321.7,0,5987.9,3096.3,2205.6,1346.9,122.4,2076.5,1459.2,1028.2,258.3,553.5,761.5,1264.7,4941.3,2791,1959.1,1291.5,117.4,1942.3,1249.6,899,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.62,5.56,0.61,0.72,0.29,137.61,1.62,0.33,99.83,471.98,409.32,0.65,16.39,1144.91,123,84,65,69,104,103,69,52,110,190,110,146,1225, ,592.1,1051.7,689.4,1254.6
272,Gold1_A6_line1 Line 002,Gold1_McC_ABW_A6_line1,,49.16,1.4741,5.4,0.0083,6.73,0.0996,0.0161,13.32,23.11,0.6286,0.0038,0.0012,99.9517,49.1838,1.4748,5.4026,0.0083,6.7333,0.0996,0.0161,13.3264,23.1212,0.6289,0.0038,0.0012,100,7.326,0.1652,0.949,0.001,0.839,0.0126,0.0019,2.958,3.691,0.1816,0.0007,0.0002,16.1262,47.0831,1.0618,3.048,0.0031,5.3907,0.0808,0.0124,19.0172,23.7163,0.5837,0.0023,0.0005,100,-2.4412,26.2414,10.8035,45.8641,1.425,4.6145,0.0076,6.6971,0.091,0.0143,13.3457,23.0529,0.5387,0.0036,0.001,95.6556,88.285,3.5334,4.615,0.0168,44.002,0.1934,0.0143,49.816,48.329,3.6473,0.0153,0.0028,242.4703,2887.9,104338.5,49907.6,462171.8,171.5,23809,481823.8,80.7,3.4,92.4,38658.6,529.5,326.1,579.9,1301.1,0,5908.6,3200.5,2101.2,1336.4,99.2,2003.7,1462.4,1032.1,230.3,554.7,805.2,1264.1,5108.4,2871.1,1896.1,1255.7,116,1906.2,1274.2,948.1,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.49,5.58,0.61,0.72,0.29,138.45,1.63,0.32,142.89,1075.85,132.44,0.65,18.38,1517.81,120,84,66,69,104,105,68,51,105,187,111,149,1219, ,591.7,1052.3,685.8,1255.7
273,Gold1_A6_line1 Line 003,Gold1_McC_ABW_A6_line1,,49.19,1.4458,5.36,0.0066,6.76,0.1021,0,13.4,23.06,0.6403,0.0072,0,99.972,49.2038,1.4462,5.3615,0.0066,6.7619,0.1021,0,13.4038,23.0665,0.6405,0.0072,0,100,7.329,0.162,0.941,0.0008,0.842,0.0129,0,2.975,3.682,0.185,0.0014,0,16.1311,47.0769,1.0406,3.0232,0.0025,5.4107,0.0828,0,19.1173,23.6475,0.5941,0.0044,0,100,-2.4412,26.2596,10.8035,45.8802,1.3978,4.5765,0.006,6.7228,0.0932,0,13.4263,22.9957,0.5489,0.0069,0,95.6545,88.316,3.4659,4.577,0.0133,44.171,0.1982,0,50.117,48.209,3.7166,0.029,0,242.813,2941.9,104968.1,49499.3,462335.3,136.1,23353.5,480633.4,154.6,-1.7,-11.8,38807.1,542.7,310.8,572.9,1256.7,0,5853.5,3076.3,2120.3,1396.2,131.1,2103.5,1468.4,1009.7,215.1,557.8,751,1275.2,5020.2,2906.6,1942.2,1164.3,112.6,1896.8,1234.9,907.3,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.52,5.49,0.6,0.73,0.29,172.99,1.65,0.33,75.94,300,300,0.65,17.75,876.42,116,83,64,69,104,104,69,51,111,189,110,146,1216, ,596.4,1040,675.4,1245
274,Gold1_A6_line1 Line 004,Gold1_McC_ABW_A6_line1,,49.27,1.4449,5.33,0.0043,6.75,0.1194,0.0018,13.41,23.16,0.6242,0.0057,0.0066,100.1269,49.2076,1.4431,5.3232,0.0043,6.7414,0.1192,0.0018,13.393,23.1306,0.6234,0.0057,0.0066,100,7.331,0.1617,0.934,0.0005,0.84,0.015,0.0002,2.973,3.693,0.1801,0.0011,0.0008,16.1304,47.0739,1.0382,3.0012,0.0016,5.3936,0.0966,0.0014,19.0992,23.7099,0.5782,0.0035,0.0027,100,-2.4412,26.2779,10.8035,45.9757,1.3968,4.5515,0.0039,6.7122,0.1091,0.0016,13.4373,23.1021,0.535,0.0055,0.0053,95.8361,88.5,3.4634,4.552,0.0087,44.101,0.2319,0.0016,50.158,48.432,3.6225,0.0229,0.0148,243.1088,2868.4,105054.6,49223.7,463296.9,89.1,23337.3,482853.3,121,16.8,10.1,38746.4,635.2,359.6,631.8,1295.6,0,5943.5,3115.4,2167.7,1366.2,119.3,2016.5,1433.4,1051.9,255.4,546.1,796.5,1305.7,5190.7,2888.6,1944.2,1265.3,107.5,1893.8,1273.7,912.5,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.51,5.65,0.6,0.73,0.29,265.25,1.65,0.32,96.89,208.68,1158.96,0.65,15.59,1755.26,126,85,65,70,105,104,69,52,107,187,110,148,1228, ,584.8,1045.2,682.2,1241.8
275,Gold1_A6_line1 Line 005,Gold1_McC_ABW_A6_line1,,49.17,1.4683,5.35,0.0034,6.75,0.105,0.0055,13.38,23.08,0.6312,0.0041,0.0075,99.955,49.1921,1.469,5.3524,0.0034,6.753,0.105,0.0055,13.386,23.0904,0.6315,0.0041,0.0075,100,7.327,0.1645,0.94,0.0004,0.841,0.0133,0.0007,2.973,3.685,0.1824,0.0008,0.001,16.1291,47.0703,1.0571,3.0184,0.0013,5.4041,0.0851,0.0042,19.0938,23.6743,0.5858,0.0025,0.003,100,-2.4412,26.2961,10.8035,45.8661,1.4195,4.5695,0.0031,6.7163,0.096,0.0049,13.4137,23.0167,0.541,0.0039,0.0061,95.6568,88.289,3.5197,4.57,0.0068,44.128,0.204,0.0049,50.07,48.253,3.6628,0.0164,0.017,242.7416,2900.1,104871.5,49422.3,462191.4,68.8,23716.2,481069.7,87.3,18.5,31.9,38769.1,559.2,356,596.1,1306.5,0,5924.4,3073.1,2072.2,1410.6,112.5,2047,1432.4,1027.7,213.3,552.5,794.3,1257.8,5143.6,2754,1909.3,1244.3,95.7,1874.1,1241,896.7,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.55,5.56,0.6,0.73,0.29,341.07,1.63,0.32,134.6,175.94,387.97,0.65,17.32,1066.68,120,84,65,68,105,103,68,52,102,187,110,146,1210, ,592.8,1056.3,685.1,1246
276,Gold1_A6_line1 Line 006,Gold1_McC_ABW_A6_line1,,48.67,1.5468,5.51,0.003,7.12,0.1223,0.0141,13.14,22.76,0.6859,0.1062,0.0476,99.7259,48.8038,1.5511,5.5251,0.003,7.1396,0.1226,0.0141,13.1761,22.8226,0.6878,0.1065,0.0477,100,7.288,0.1742,0.972,0.0004,0.891,0.0155,0.0017,2.933,3.651,0.1992,0.0203,0.006,16.1523,46.8524,1.1199,3.126,0.0011,5.7323,0.0997,0.0109,18.8562,23.4767,0.6402,0.0652,0.0194,100,-2.4412,26.3144,10.8035,45.3565,1.4969,4.7005,0.0028,7.0825,0.1118,0.0125,13.1308,22.7047,0.5861,0.1024,0.0385,95.3261,87.308,3.7117,4.701,0.0061,46.534,0.2377,0.0125,49.014,47.599,3.9682,0.4302,0.1074,243.6298,3141.9,102658.3,50841.3,457054.6,62.1,25010.9,474545.8,2285.5,120.9,82.3,40883.3,651.5,366.1,607.9,1303.1,0,5872.4,3063,2109.1,1375.3,117.6,2047,1457.6,1010.9,236.8,539,752.3,1308.1,5195.6,2854.7,2010.1,1214.1,104.1,1897.6,1251.1,920.2,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.55,5.34,0.61,0.72,0.29,377.47,1.58,0.33,6.86,34.17,151.38,0.63,15.16,594.54,124,84,65,70,105,103,69,51,106,188,110,147,1222, ,606.2,1084.8,707,1304.8
277,Gold1_A6_line1 Line 007,Gold1_McC_ABW_A6_line1,,49.23,1.4425,5.3,0.0081,6.79,0.1094,0.0086,13.39,23.19,0.6037,0.0048,0.0005,100.0776,49.1918,1.4414,5.2959,0.0081,6.7847,0.1093,0.0086,13.3796,23.172,0.6032,0.0048,0.0005,100,7.33,0.1615,0.931,0.001,0.845,0.0138,0.001,2.973,3.7,0.1743,0.0009,0.0001,16.1316,47.0573,1.037,2.9857,0.0031,5.428,0.0886,0.0066,19.0795,23.7516,0.5595,0.0029,0.0002,100,-2.4412,26.3326,10.8035,45.9363,1.3945,4.5286,0.0074,6.7499,0.0999,0.0076,13.4229,23.1326,0.5172,0.0047,0.0004,95.8019,88.424,3.4577,4.529,0.0164,44.349,0.2124,0.0076,50.104,48.496,3.5015,0.0196,0.0012,243.1184,2771.5,104942.1,48984.4,462897.5,167.9,23298.6,483495.1,104.1,1.7,48.7,38964.3,582.5,327.4,629.5,1262.4,0,5845.2,3092.2,2162.2,1361.4,117.5,2123.6,1450.4,997.2,206.5,548.9,777.2,1265.7,4974,2863.9,1945.6,1237.2,124.2,1871.8,1257.3,930,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.57,5.68,0.6,0.73,0.29,140.03,1.65,0.32,112.08,2557.52,251.67,0.64,16.72,3087.93,117,85,65,69,103,104,69,51,111,189,110,146,1219, ,582.5,1067.7,679.9,1257.3
278,Gold1_A6_line1 Line 008,Gold1_McC_ABW_A6_line1,,49.36,1.4609,5.35,0.0024,6.78,0.1118,0,13.43,23.15,0.6312,0.0018,0.011,100.2891,49.2177,1.4567,5.3346,0.0024,6.7605,0.1115,0,13.3913,23.0833,0.6294,0.0018,0.011,100,7.33,0.1632,0.937,0.0003,0.842,0.0141,0,2.973,3.683,0.1818,0.0003,0.0014,16.1261,47.0899,1.0482,3.008,0.0009,5.4095,0.0903,0,19.0993,23.6645,0.5838,0.0011,0.0044,100,-2.4412,26.3509,10.8035,46.0599,1.4124,4.5725,0.0022,6.7449,0.1021,0,13.4596,23.0854,0.5411,0.0018,0.0089,95.9908,88.662,3.5021,4.573,0.0049,44.316,0.2171,0,50.241,48.397,3.6633,0.0074,0.0248,243.6086,2899.9,105229.6,49461.7,464143,50.5,23598,482504.7,38.7,28.6,-52.1,38935.2,595.5,282.6,602.2,1345.7,0,6000,3115.2,2201.9,1476.9,100.9,2136.3,1463.4,1029.4,248.9,545,767,1259.9,5073.2,2758.6,2043.7,1303.6,112.7,1912.5,1209.4,908.3,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.45,5.56,0.6,0.73,0.29,474.56,1.63,0.32,303.92,125.37,300,0.64,16.45,1230.07,118,84,65,69,105,103,70,53,105,191,110,147,1220, ,607.2,1053,689.7,1256.5
279,Gold1_A6_line1 Line 009,Gold1_McC_ABW_A6_line1,,49.26,1.4452,5.33,0.0005,6.78,0.1029,0.0063,13.42,23.21,0.6032,0.0053,0.0059,100.1693,49.1767,1.4428,5.321,0.0005,6.7685,0.1027,0.0063,13.3973,23.1708,0.6022,0.0053,0.0059,100,7.328,0.1617,0.934,0.0001,0.843,0.013,0.0008,2.975,3.699,0.174,0.001,0.0007,16.1303,47.0414,1.0379,2.9998,0.0002,5.4149,0.0832,0.0048,19.1041,23.7495,0.5585,0.0032,0.0024,100,-2.4412,26.3691,10.8035,45.9607,1.3971,4.5495,0.0005,6.7412,0.094,0.0056,13.4472,23.1445,0.5169,0.0051,0.0048,95.8672,88.471,3.4641,4.55,0.0011,44.292,0.1998,0.0056,50.195,48.521,3.4996,0.0215,0.0134,243.2341,2770.5,105131,49210.4,463143.5,11.8,23341.7,483741.6,114.3,15.1,37,38913,547.7,283.9,593.1,1275.2,0,5868.6,3168.7,2054.8,1354.2,122.7,2004.4,1460,1041.7,240.3,594.8,747.7,1325.6,5203.3,2814.2,1883.4,1285.3,85.7,1912,1236.6,915.7,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.52,5.69,0.6,0.73,0.29,2109.9,1.65,0.32,103.12,220.42,338.25,0.64,17.76,2799.37,117,86,64,70,105,104,68,52,102,187,110,148,1213, ,594.8,1029.9,680.4,1248.3
280,Gold1_A6_line1 Line 010,Gold1_McC_ABW_A6_line1,,49.18,1.4402,5.3,0,6.78,0.1045,0.012,13.44,23.21,0.6013,0.0053,0.0053,100.0786,49.1414,1.4391,5.2958,0,6.7747,0.1044,0.012,13.4294,23.1918,0.6008,0.0053,0.0053,100,7.324,0.1613,0.93,0,0.845,0.0132,0.0014,2.983,3.704,0.1737,0.001,0.0007,16.1373,46.9955,1.035,2.9848,0,5.4184,0.0846,0.0092,19.145,23.765,0.5571,0.0032,0.0021,100,-2.4412,26.3874,10.8035,45.8802,1.3922,4.5226,0,6.7457,0.0954,0.0107,13.4684,23.1493,0.5152,0.0051,0.0043,95.7891,88.316,3.4521,4.523,0,44.321,0.2029,0.0107,50.274,48.531,3.4883,0.0216,0.012,243.1526,2761.8,105297,48912.8,462333.9,-21.8,23261.7,483837.2,114.1,13.4,70.5,38939.6,557,310.4,590.6,1318.8,0,5974.8,3050.3,2092.3,1372.5,112.4,2095.6,1469.8,1048.7,281.9,555.4,746.6,1327.2,5204.7,2728.2,1902.7,1229.9,110.7,1872.5,1214.8,909.4,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.6,5.76,0.6,0.73,0.29,300,1.64,0.32,102,255.84,177.26,0.64,17.51,862.59,124,84,65,70,105,102,68,51,106,189,110,148,1222, ,599,1050.3,686.2,1258.4
281,Gold1_A6_line1 Line 011,Gold1_McC_ABW_A6_line1,,49.38,1.4449,5.33,0.0007,6.79,0.104,0.0083,13.45,23.2,0.6035,0.0023,0,100.3137,49.2256,1.4404,5.3133,0.0007,6.7688,0.1037,0.0083,13.4079,23.1275,0.6016,0.0023,0,100,7.333,0.1613,0.932,0.0001,0.843,0.0131,0.001,2.978,3.691,0.1738,0.0004,0,16.1267,47.0838,1.0361,2.9952,0.0003,5.4146,0.084,0.0064,19.1175,23.7029,0.5579,0.0014,0,100,-2.4412,26.4056,10.8035,46.0833,1.3968,4.5495,0.0006,6.752,0.095,0.0074,13.4882,23.1345,0.5172,0.0023,0,96.0269,88.707,3.4634,4.55,0.0014,44.363,0.2019,0.0074,50.348,48.5,3.5018,0.0095,0,243.6534,2773.3,105454.1,49202.8,464381.1,15.1,23336.7,483533.5,50.5,0,48.8,38975.8,553.3,351.5,581.9,1288.3,0,6007.4,3119.7,2043.4,1406,126.1,2114,1422.8,992.3,264,568.5,793.8,1326.9,5136.2,2786.8,2003,1259.7,116,1863.4,1256.3,930,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.46,5.76,0.6,0.73,0.29,1628,1.65,0.32,231.97,300,255.22,0.64,17.49,2442.67,126,84,65,70,105,103,68,52,111,189,110,146,1229, ,602.1,1056.2,677.8,1256.3
